=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.02.23 11:47:37 =~=~=~=~=~=~=~=~=~=~=~=
,0.16,18.8,0.16,22.8,1.3-2.3,0,0.15,0.05
,0.11,9.7,0.11,22.5,1.3-2.4,0,0.11,0.02
,0.05,6.8,0.05,22.6,1.2-2.1,0,0.05,0.01
,0.09,13.4,0.09,22.8,1.1-2.3,0,0.09,0.02
,0.09,291.0,0.09,22.9,1.5-2.1,0,0.03-0.08
,0.19,50.5,0.19,23.0,1.4-2.2,0,0.12,0.14
,0.02,76.2,0.02,22.9,1.3-2.1,0,0.00,0.02
,0.13,45.2,0.13,22.9,1.2-2.2,0,0.09,0.09
,0.16,63.2,0.16,23.0,1.3-2.2,0,0.07,0.15
,0.11,34.9,0.11,22.9,1.4-2.0,0,0.09,0.06
,0.04,27.1,0.04,22.9,1.3-2.1,0,0.04,0.02
,0.10,17.9,0.10,22.7,1.3-2.0,0,0.09,0.03
,0.13,38.7,0.13,22.6,1.3-2.1,0,0.10,0.08
,0.12,44.0,0.12,22.8,1.3-2.2,0,0.09,0.08
,0.10,70.3,0.10,22.7,1.2-2.3,0,0.03,0.09
,0.06,10.2,0.06,22.9,1.3-2.3,0,0.06,0.01
,0.04,5.0,0.04,22.7,1.2-2.2,0,0.04,0.00
,0.09,41.5,0.09,22.8,1.2-2.2,0,0.07,0.06
,0.06,84.6,0.06,22.9,1.1-2.4,0,0.01,0.06
,0.04,25.9,0.04,22.9,1.2-2.1,0,0.04,0.02
,0.03,226.4,0.03,22.9,1.1-2.1,0-0.02-0.03
,0.14,20.3,0.14,23.0,1.2-2.2,0,0.13,0.05
,0.13,56.4,0.13,23.0,1.2-2.2,0,0.07,0.10
,0.05,54.4,0.05,22.9,1.3-2.3,0,0.03,0.04
,0.14,46.2,0.14,22.8,1.2-2.1,0,0.10,0.10
,0.09,54.4,0.09,22.9,1.2-2.1,0,0.05,0.07
,0.11,26.0,0.11,22.9,1.2-2.2,0,0.10,0.05
,0.14,20.6,0.14,22.8,1.2-2.3,0,0.13,0.05
,0.07,341.8,0.07,22.9,1.1-2.2,0,0.07-0.02
,0.17,28.3,0.17,23.0,1.2-2.1,0,0.15,0.08
,0.11,29.6,0.11,23.0,1.2-2.1,0,0.09,0.05
,0.12,43.7,0.12,23.0,1.2-2.2,0,0.08,0.08
,0.06,352.0,0.06,22.9,1.6-2.1,0,0.06-0.01
,0.07,1.6,0.07,23.1,1.1-2.3,0,0.07,0.00
,0.07,357.4,0.07,23.0,1.4-2.1,0,0.07-0.00
,0.07,22.3,0.07,23.2,1.1-2.3,0,0.06,0.03
,0.08,353.4,0.08,23.0,1.2-2.0,0,0.08-0.01
,0.08,347.9,0.08,23.1,1.2-2.2,0,0.08-0.02
,0.14,20.0,0.14,23.0,1.1-1.9,0,0.13,0.05
,0.15,42.2,0.15,23.0,1.3-2.1,0,0.11,0.10
,0.05,230.1,0.05,23.0,1.4-2.1,0-0.03-0.04
,0.04,21.0,0.04,23.0,1.5-2.4,0,0.03,0.01
,0.11,50.6,0.11,23.1,1.2-2.3,0,0.07,0.08
,0.12,67.0,0.12,23.2,1.2-2.3,0,0.05,0.11
,0.04,330.4,0.04,23.2,1.3-2.3,0,0.03-0.02
,0.01,100.2,0.01,23.2,1.1-2.1,0-0.00,0.01
,0.12,43.1,0.12,22.9,1.2-2.2,0,0.09,0.08
,0.05,99.7,0.05,23.1,1.2-2.2,0-0.01,0.05
,0.03,268.7,0.03,23.2,1.2-2.2,0-0.00-0.03
,0.06,12.3,0.06,23.0,1.4-2.3,0,0.06,0.01
,0.03,24.6,0.03,23.2,1.2-2.2,0,0.03,0.01
,0.04,342.4,0.04,23.1,1.3-2.2,0,0.04-0.01
,0.05,19.3,0.05,22.9,1.2-2.1,0,0.04,0.02
,0.14,341.9,0.14,23.0,1.2-2.3,0,0.13-0.04
,0.11,13.1,0.11,23.2,1.2-2.1,0,0.11,0.02
,0.08,114.3,0.08,23.2,1.4-2.2,0-0.03,0.07
,0.01,213.1,0.01,23.1,1.1-2.1,0-0.01-0.01
,0.07,18.8,0.07,23.1,1.2-2.2,0,0.06,0.02
,0.09,25.7,0.09,22.9,1.2-2.2,0,0.08,0.04
,0.04,358.1,0.04,22.9,1.2-2.3,0,0.04-0.00
,0.09,42.3,0.09,23.1,1.2-2.1,0,0.07,0.06
,0.04,27.8,0.04,23.0,1.4-2.1,0,0.03,0.02
,0.10,57.3,0.10,22.8,1.3-2.0,0,0.05,0.08
,0.11,51.7,0.11,23.1,1.2-2.2,0,0.07,0.08
,0.10,31.3,0.10,23.2,1.3-2.2,0,0.09,0.05
,0.09,59.4,0.09,23.3,1.4-2.2,0,0.05,0.08
,0.12,324.0,0.12,23.2,1.1-2.4,0,0.10-0.07
,0.03,37.6,0.03,23.2,1.1-2.1,0,0.02,0.02
,0.09,355.8,0.09,23.3,1.2-2.2,0,0.09-0.01
,0.04,21.7,0.04,23.2,1.3-2.3,0,0.04,0.01
,0.04,8.1,0.04,23.0,1.2-2.2,0,0.04,0.01
,0.05,217.6,0.05,23.0,1.3-2.1,0-0.04-0.03
,0.10,0.2,0.10,23.0,1.2-2.3,0,0.10,0.00
,0.03,93.8,0.03,23.2,1.5-2.2,0-0.00,0.03
,0.12,17.5,0.12,23.2,1.2-2.2,0,0.11,0.03
,0.05,85.8,0.05,23.1,1.3-2.3,0,0.00,0.05
,0.12,44.4,0.12,23.2,1.4-2.3,0,0.09,0.09
,0.12,26.6,0.12,23.1,1.1-2.2,0,0.11,0.05
,0.15,31.4,0.15,23.2,1.0-2.1,0,0.13,0.08
,0.12,46.4,0.12,23.2,1.2-2.2,0,0.08,0.09
,0.12,32.7,0.12,23.2,1.2-2.2,0,0.10,0.06
,0.07,25.8,0.07,23.3,1.1-2.2,0,0.06,0.03
,0.09,17.5,0.09,23.3,1.2-2.0,0,0.09,0.03
,0.11,34.2,0.11,23.1,1.2-2.3,0,0.09,0.06
,0.05,17.3,0.05,23.2,1.2-2.2,0,0.05,0.02
,0.07,18.4,0.07,23.0,1.2-2.1,0,0.07,0.02
,0.09,34.4,0.09,23.1,1.3-2.1,0,0.07,0.05
,0.11,22.7,0.11,23.1,1.0-2.2,0,0.10,0.04
,0.06,23.3,0.06,23.2,1.2-2.1,0,0.05,0.02
,0.10,26.0,0.10,23.3,1.1-2.2,0,0.09,0.04
,0.09,338.9,0.09,23.2,1.3-2.1,0,0.09-0.03
,0.09,25.6,0.09,23.0,1.3-2.3,0,0.08,0.04
,0.05,250.2,0.05,23.1,1.3-2.3,0-0.02-0.05
,0.05,0.5,0.05,23.2,1.2-2.3,0,0.05,0.00
,0.07,359.3,0.07,23.1,1.3-2.2,0,0.07-0.00
,0.03,50.0,0.03,23.1,1.1-2.2,0,0.02,0.03
,0.06,284.0,0.06,23.3,1.3-2.2,0,0.01-0.05
,0.02,289.0,0.02,23.2,1.3-2.3,0,0.01-0.02
,0.14,36.3,0.14,23.2,1.4-2.3,0,0.11,0.08
,0.05,22.1,0.05,23.1,1.3-2.4,0,0.05,0.02
,0.12,13.0,0.12,23.0,1.3-2.4,0,0.11,0.03
,0.14,27.8,0.14,23.2,1.3-2.2,0,0.12,0.06
,0.13,323.8,0.13,23.2,1.3-2.3,0,0.11-0.08
,0.06,352.4,0.06,23.1,1.3-2.3,0,0.06-0.01
,0.14,313.9,0.14,23.1,1.2-2.3,0,0.10-0.10
,0.07,10.7,0.07,23.1,1.1-2.2,0,0.07,0.01
,0.10,9.4,0.10,23.2,1.1-2.4,0,0.09,0.02
,0.11,3.3,0.11,23.3,1.2-2.4,0,0.11,0.01
,0.06,328.0,0.06,23.4,1.1-2.1,0,0.05-0.03
,0.09,51.5,0.09,23.2,1.3-2.3,0,0.05,0.07
,0.07,22.4,0.07,23.3,1.1-2.2,0,0.06,0.03
,0.05,84.5,0.05,23.3,1.0-2.2,0,0.00,0.05
,0.04,334.9,0.04,23.4,1.5-2.3,0,0.04-0.02
,0.01,350.9,0.01,23.3,1.1-2.2,0,0.01-0.00
,0.11,43.3,0.11,23.2,1.3-2.3,0,0.08,0.08
,0.10,13.6,0.10,23.2,1.2-2.3,0,0.10,0.02
,0.12,8.8,0.12,23.3,1.2-2.2,0,0.12,0.02
,0.04,325.9,0.04,23.2,1.2-2.2,0,0.03-0.02
,0.03,157.5,0.03,23.2,1.2-2.2,0-0.02,0.01
,0.09,313.4,0.09,23.3,1.2-2.2,0,0.06-0.06
,0.04,356.6,0.04,23.3,1.3-2.4,0,0.04-0.00
,0.12,53.6,0.12,23.6,1.1-2.1,0,0.07,0.10
,0.10,296.5,0.10,23.3,1.1-2.0,0,0.04-0.09
,0.11,50.7,0.11,23.3,1.2-2.3,0,0.07,0.08
,0.09,4.9,0.09,23.3,1.1-2.2,0,0.09,0.01
,0.12,330.7,0.12,23.2,1.3-2.3,0,0.11-0.06
,0.09,37.6,0.09,23.3,1.4-2.3,0,0.07,0.06
,0.14,54.6,0.14,23.2,1.1-2.3,0,0.08,0.11
,0.07,22.4,0.07,23.1,1.2-2.4,0,0.06,0.03
,0.10,354.1,0.10,23.0,1.3-2.2,0,0.10-0.01
,0.00,55.1,0.00,23.1,1.4-2.1,0,0.00,0.00
,0.07,22.1,0.07,23.1,1.2-2.2,0,0.06,0.02
,0.14,31.8,0.14,23.1,1.1-2.1,0,0.12,0.08
,0.12,347.4,0.12,23.3,1.3-2.4,0,0.12-0.03
,0.19,312.1,0.19,23.2,1.3-2.1,0,0.13-0.14
,0.02,241.0,0.02,23.3,1.3-2.1,0-0.01-0.02
,0.10,356.8,0.10,23.4,1.3-2.0,0,0.10-0.01
,0.11,5.1,0.11,23.3,1.2-2.2,0,0.11,0.01
,0.03,274.1,0.03,23.3,1.2-2.3,0,0.00-0.03
,0.03,343.6,0.03,23.2,1.2-2.1,0,0.03-0.01
,0.09,341.4,0.09,23.3,1.2-2.3,0,0.09-0.03
,0.09,285.3,0.09,23.3,1.2-2.3,0,0.02-0.09
,0.05,62.5,0.05,23.4,1.3-2.1,0,0.02,0.04
,0.10,64.8,0.10,23.4,1.2-2.2,0,0.04,0.09
,0.09,23.8,0.09,23.2,1.1-2.1,0,0.09,0.04
,0.01,335.3,0.01,23.1,1.2-2.2,0,0.01-0.01
,0.04,300.5,0.04,23.1,1.1-2.3,0,0.02-0.04
,0.01,65.2,0.01,23.2,1.5-2.0,0,0.00,0.01
,0.04,324.7,0.04,23.3,1.3-2.4,0,0.03-0.02
,0.04,295.5,0.04,23.2,1.2-2.2,0,0.02-0.04
,0.10,335.5,0.10,23.3,1.6-2.4,0,0.09-0.04
,0.07,49.6,0.07,23.3,1.1-2.4,0,0.04,0.05
,0.06,320.7,0.06,23.3,1.3-2.2,0,0.05-0.04
,0.14,350.7,0.14,23.3,1.1-2.1,0,0.14-0.02
,0.06,333.8,0.06,23.2,1.3-2.3,0,0.06-0.03
,0.11,25.5,0.11,23.2,1.3-2.1,0,0.10,0.05
,0.14,68.2,0.14,23.3,1.2-2.2,0,0.05,0.13
,0.09,31.8,0.09,23.3,1.1-2.0,0,0.07,0.05
,0.06,346.4,0.06,23.3,1.4-2.4,0,0.06-0.01
,0.12,5.5,0.12,23.3,0.9-2.4,0,0.12,0.01
,0.03,41.7,0.03,23.2,1.3-2.2,0,0.02,0.02
,0.09,45.5,0.09,23.3,1.3-2.3,0,0.07,0.07
,0.04,33.1,0.04,23.3,1.3-2.2,0,0.03,0.02
,0.07,354.4,0.07,23.2,1.1-2.5,0,0.07-0.01
,0.05,300.3,0.05,23.2,1.3-2.2,0,0.03-0.04
,0.06,349.9,0.06,23.3,1.1-2.4,0,0.06-0.01
,0.06,292.0,0.06,23.2,1.3-2.2,0,0.02-0.05
,0.05,316.5,0.05,23.2,1.3-2.4,0,0.04-0.04
,0.06,323.7,0.06,23.2,1.1-2.4,0,0.04-0.03
,0.06,302.0,0.06,23.2,1.4-2.3,0,0.03-0.05
,0.03,197.4,0.03,23.3,1.2-2.2,0-0.02-0.01
,0.02,45.0,0.02,23.3,1.3-2.2,0,0.02,0.02
,0.03,351.0,0.03,23.2,1.3-2.2,0,0.03-0.00
,0.17,318.2,0.17,23.3,1.1-2.3,0,0.13-0.11
,0.07,318.0,0.07,23.2,1.3-2.1,0,0.05-0.05
,0.08,336.3,0.08,23.2,1.4-2.1,0,0.07-0.03
,0.19,25.8,0.19,23.3,1.3-2.2,0,0.17,0.08
,0.09,8.6,0.09,23.3,1.1-2.2,0,0.09,0.01
,0.08,327.2,0.08,23.3,1.3-2.2,0,0.06-0.04
,0.07,10.2,0.07,23.2,1.9-2.5,0,0.07,0.01
,0.04,336.7,0.04,23.2,1.5-2.3,0,0.03-0.01
,0.04,311.8,0.04,23.3,1.3-2.1,0,0.03-0.03
,0.04,47.4,0.04,23.3,1.3-2.0,0,0.03,0.03
,0.12,299.8,0.12,23.4,1.3-2.2,0,0.06-0.11
,0.13,81.3,0.13,23.3,1.3-2.0,0,0.02,0.13
,0.09,338.5,0.09,23.4,1.2-2.1,0,0.08-0.03
,0.11,2.6,0.11,23.3,1.3-2.2,0,0.11,0.00
,0.11,14.0,0.11,23.2,1.1-2.2,0,0.11,0.03
,0.08,341.8,0.08,23.2,1.2-2.3,0,0.08-0.03
,0.03,13.7,0.03,23.3,1.3-2.3,0,0.03,0.01
,0.06,36.9,0.06,23.3,1.2-2.2,0,0.04,0.03
,0.07,36.9,0.07,23.2,1.4-2.1,0,0.06,0.04
,0.05,347.1,0.05,23.2,1.5-2.3,0,0.05-0.01
,0.02,174.6,0.02,23.1,1.1-2.5,0-0.02,0.00
,0.08,341.5,0.08,23.4,1.2-2.3,0,0.07-0.02
,0.07,335.7,0.07,23.3,1.5-2.3,0,0.07-0.03
,0.05,15.9,0.05,23.2,1.1-2.1,0,0.05,0.01
,0.05,265.0,0.05,23.3,1.3-2.1,0-0.00-0.05
,0.06,307.4,0.06,23.4,1.3-2.2,0,0.04-0.05
,0.09,49.5,0.09,23.3,1.3-2.3,0,0.06,0.07
,0.04,292.7,0.04,23.2,1.3-2.3,0,0.02-0.04
,0.05,4.6,0.05,23.2,1.2-2.3,0,0.05,0.00
,0.08,353.2,0.08,23.3,1.2-2.2,0,0.08-0.01
,0.05,71.3,0.05,23.3,1.2-2.3,0,0.02,0.05
,0.09,1.0,0.09,23.3,1.1-2.1,0,0.09,0.00
,0.15,43.2,0.15,23.3,1.3-2.2,0,0.11,0.10
,0.07,339.0,0.07,23.2,1.1-2.3,0,0.07-0.03
,0.02,277.4,0.02,23.2,1.2-2.3,0,0.00-0.02
,0.04,271.1,0.04,23.2,1.2-2.2,0,0.00-0.04
,0.02,298.5,0.02,23.2,1.2-2.4,0,0.01-0.02
,0.03,203.1,0.03,23.3,1.1-2.2,0-0.02-0.01
,0.08,312.8,0.08,23.4,1.2-2.0,0,0.05-0.06
,0.10,10.1,0.10,23.4,1.2-2.3,0,0.10,0.02
,0.10,355.7,0.10,23.3,1.4-2.3,0,0.10-0.01
,0.05,308.2,0.05,23.3,1.4-2.2,0,0.03-0.04
,0.05,55.8,0.05,23.3,1.3-2.3,0,0.03,0.04
,0.06,337.0,0.06,23.3,1.3-2.3,0,0.05-0.02
,0.05,21.4,0.05,23.3,1.1-2.1,0,0.05,0.02
,0.14,26.8,0.14,23.3,1.2-2.3,0,0.12,0.06
,0.10,15.1,0.10,23.3,1.2-2.1,0,0.09,0.02
,0.09,359.8,0.09,23.3,1.2-2.3,0,0.09-0.00
,0.11,355.5,0.11,23.4,1.1-2.3,0,0.11-0.01
,0.11,358.1,0.11,23.3,1.4-2.3,0,0.11-0.00
,0.08,7.7,0.08,23.4,1.4-2.2,0,0.08,0.01
,0.08,4.9,0.08,23.4,1.1-2.3,0,0.08,0.01
,0.11,21.5,0.11,23.3,1.3-2.3,0,0.10,0.04
,0.20,13.5,0.20,23.4,1.3-2.3,0,0.20,0.05
,0.12,4.9,0.12,23.4,1.3-2.4,0,0.12,0.01
,0.11,17.4,0.11,23.3,1.3-2.3,0,0.11,0.03
,0.08,19.6,0.08,23.3,1.2-2.4,0,0.08,0.03
,0.05,328.9,0.05,23.2,1.3-2.3,0,0.04-0.03
,0.04,42.8,0.04,23.2,1.3-2.2,0,0.03,0.03
,0.06,344.2,0.06,23.3,1.4-2.2,0,0.06-0.02
,0.01,252.5,0.01,23.3,1.2-2.2,0-0.00-0.01
,0.04,204.2,0.04,23.3,1.2-2.3,0-0.03-0.01
,0.08,320.2,0.08,23.4,1.2-2.3,0,0.06-0.05
,0.05,313.8,0.05,23.3,1.3-2.3,0,0.03-0.03
,0.11,34.6,0.11,23.3,1.1-2.3,0,0.09,0.06
,0.04,26.7,0.04,23.2,1.2-2.2,0,0.04,0.02
,0.13,344.4,0.13,23.3,1.3-2.3,0,0.12-0.03
,0.08,318.1,0.08,23.3,1.1-2.1,0,0.06-0.06
,0.03,29.4,0.03,23.2,1.1-2.3,0,0.02,0.01
,0.07,9.9,0.07,23.3,1.3-2.1,0,0.07,0.01
,0.06,35.8,0.06,23.3,1.2-2.2,0,0.05,0.04
,0.01,20.9,0.01,23.3,1.3-2.5,0,0.01,0.00
,0.04,20.6,0.04,23.3,1.3-2.2,0,0.03,0.01
,0.06,17.8,0.06,23.2,1.2-2.4,0,0.05,0.02
,0.01,101.3,0.01,23.3,1.2-2.2,0-0.00,0.01
,0.02,325.1,0.02,23.4,1.1-2.4,0,0.01-0.01
,0.07,18.5,0.07,23.3,1.1-2.3,0,0.07,0.02
,0.08,9.4,0.08,23.3,1.2-2.2,0,0.08,0.01
,0.10,345.1,0.10,23.3,1.2-2.3,0,0.09-0.03
,0.05,353.3,0.05,23.3,1.5-2.4,0,0.05-0.01
,0.06,14.6,0.06,23.3,1.3-2.4,0,0.06,0.02
,0.02,319.7,0.02,23.4,1.1-2.2,0,0.02-0.02
,0.05,24.3,0.05,23.4,1.3-2.2,0,0.05,0.02
,0.09,37.2,0.09,23.3,1.1-2.3,0,0.07,0.05
,0.09,30.3,0.09,23.3,1.2-2.3,0,0.08,0.05
,0.13,40.1,0.13,23.2,1.2-2.2,0,0.10,0.08
,0.08,5.0,0.08,23.3,1.1-2.4,0,0.08,0.01
,0.08,340.3,0.08,23.3,1.3-2.2,0,0.07-0.03
,0.04,316.2,0.04,23.4,1.2-2.2,0,0.03-0.03
,0.03,173.0,0.03,23.4,1.1-2.1,0-0.03,0.00
,0.02,7.5,0.02,23.3,1.3-2.4,0,0.02,0.00
,0.04,341.1,0.04,23.3,1.3-2.5,0,0.04-0.01
,0.09,7.3,0.09,23.3,1.2-2.3,0,0.09,0.01
,0.01,333.7,0.01,23.3,1.4-2.3,0,0.01-0.00
,0.15,31.6,0.15,23.3,1.3-2.1,0,0.12,0.08
,0.04,337.6,0.04,23.3,1.4-2.3,0,0.04-0.02
,0.02,305.0,0.02,23.3,1.3-2.2,0,0.01-0.01
,0.05,93.7,0.05,23.4,1.1-2.2,0-0.00,0.05
,0.04,326.1,0.04,23.4,1.0-2.3,0,0.04-0.02
,0.11,26.6,0.11,23.6,1.2-2.3,0,0.10,0.05
,0.02,89.1,0.02,23.4,1.1-2.2,0,0.00,0.02
,0.02,332.3,0.02,23.3,1.4-2.2,0,0.02-0.01
,0.02,358.1,0.02,23.3,1.2-2.1,0,0.02-0.00
,0.06,58.9,0.06,23.3,1.3-2.5,0,0.03,0.05
,0.05,343.3,0.05,23.3,1.2-2.2,0,0.05-0.02
,0.08,329.0,0.08,23.3,1.1-2.2,0,0.07-0.04
,0.06,11.7,0.06,23.4,1.3-2.3,0,0.05,0.01
,0.05,21.7,0.05,23.3,1.2-2.1,0,0.05,0.02
,0.04,274.0,0.04,23.3,1.1-2.4,0,0.00-0.04
,0.10,37.5,0.10,23.3,1.2-2.1,0,0.08,0.06
,0.09,37.5,0.09,23.3,1.4-2.3,0,0.08,0.06
,0.05,47.4,0.05,23.2,1.3-2.0,0,0.04,0.04
,0.06,37.1,0.06,23.4,1.4-2.3,0,0.05,0.04
,0.08,19.0,0.08,23.4,1.3-2.1,0,0.07,0.03
,0.03,85.1,0.03,23.3,1.3-2.2,0,0.00,0.03
,0.05,30.4,0.05,23.3,1.3-2.5,0,0.04,0.02
,0.03,68.9,0.03,23.3,1.1-2.3,0,0.01,0.03
,0.06,347.9,0.06,23.4,1.2-2.3,0,0.06-0.01
,0.07,36.6,0.07,23.3,1.4-2.1,0,0.05,0.04
,0.09,343.2,0.09,23.3,1.2-2.3,0,0.09-0.03
,0.10,47.0,0.10,23.3,1.3-2.3,0,0.07,0.08
,0.14,56.6,0.14,23.4,1.2-2.3,0,0.08,0.12
,0.06,18.0,0.06,23.3,1.3-2.1,0,0.06,0.02
,0.07,359.7,0.07,23.4,1.3-2.2,0,0.07-0.00
,0.07,7.9,0.07,23.3,1.2-2.4,0,0.07,0.01
,0.04,15.6,0.04,23.3,1.2-2.2,0,0.04,0.01
,0.06,322.4,0.06,23.3,1.1-2.3,0,0.05-0.04
,0.07,337.0,0.07,23.4,1.2-2.3,0,0.07-0.03
,0.06,0.4,0.06,23.3,1.2-2.1,0,0.06,0.00
,0.12,307.6,0.12,23.3,0.9-2.3,0,0.07-0.09
,0.14,40.1,0.14,23.3,1.2-2.1,0,0.11,0.09
,0.06,55.1,0.06,23.3,1.3-2.4,0,0.04,0.05
,0.02,132.7,0.02,23.3,1.4-2.1,0-0.02,0.02
,0.02,333.1,0.02,23.3,1.2-2.2,0,0.02-0.01
,0.14,7.6,0.14,23.3,1.3-2.4,0,0.14,0.02
,0.09,17.9,0.09,23.3,1.0-2.3,0,0.09,0.03
,0.08,45.8,0.08,23.3,1.2-2.3,0,0.05,0.05
,0.03,206.7,0.03,23.3,1.6-2.6,0-0.02-0.01
,0.02,344.2,0.02,23.3,1.3-2.2,0,0.02-0.01
,0.11,316.3,0.11,23.3,1.2-2.0,0,0.08-0.08
,0.12,50.0,0.12,23.3,1.1-2.1,0,0.08,0.09
,0.07,37.2,0.07,23.3,1.4-2.1,0,0.06,0.05
,0.07,29.3,0.07,23.3,1.2-2.4,0,0.06,0.03
,0.07,33.2,0.07,23.2,1.2-2.1,0,0.06,0.04
,0.07,24.7,0.07,23.3,1.2-2.3,0,0.06,0.03
,0.03,257.0,0.03,23.3,1.2-2.3,0-0.01-0.03
,0.08,48.0,0.08,23.3,1.3-2.2,0,0.06,0.06
,0.06,349.0,0.06,23.3,1.2-2.0,0,0.06-0.01
,0.08,31.8,0.08,23.3,1.3-2.2,0,0.07,0.04
,0.06,14.5,0.06,23.3,1.3-2.2,0,0.06,0.02
,0.03,13.4,0.03,23.3,1.3-2.2,0,0.03,0.01
,0.09,56.0,0.09,23.3,1.2-2.3,0,0.05,0.07
,0.06,9.5,0.06,23.3,1.0-2.4,0,0.06,0.01
,0.09,35.5,0.09,23.3,1.2-2.3,0,0.08,0.05
,0.04,165.0,0.04,23.3,1.0-2.3,0-0.04,0.01
,0.09,0.5,0.09,23.4,1.2-2.1,0,0.09,0.00
,0.04,322.6,0.04,23.3,1.3-2.1,0,0.03-0.03
,0.08,17.5,0.08,23.4,1.1-2.0,0,0.08,0.02
,0.06,85.7,0.06,23.3,1.4-2.2,0,0.00,0.06
,0.03,2.5,0.03,23.3,1.2-2.3,0,0.03,0.00
