=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.02.23 11:47:37 =~=~=~=~=~=~=~=~=~=~=~=
,0.09,22.9,0.09,23.3,1.2-2.2,0,0.09,0.04
,0.09,338.5,0.09,23.3,1.2-2.4,0,0.08-0.03
,0.13,52.8,0.13,23.3,1.2-2.2,0,0.08,0.10
,0.08,339.4,0.08,23.3,1.2-2.2,0,0.07-0.03
,0.01,74.5,0.01,23.3,1.2-2.2,0,0.00,0.01
,0.07,357.2,0.07,23.3,1.1-2.5,0,0.07-0.00
,0.07,19.5,0.07,23.3,1.2-2.2,0,0.07,0.02
,0.14,58.6,0.14,23.3,0.9-2.1,0,0.07,0.12
,0.08,345.7,0.08,23.3,1.3-2.2,0,0.08-0.02
,0.04,16.8,0.04,23.3,1.3-2.2,0,0.04,0.01
,0.10,330.4,0.10,23.3,1.2-2.4,0,0.09-0.05
,0.04,20.0,0.04,23.3,1.1-2.3,0,0.03,0.01
,0.06,46.8,0.06,23.3,1.4-2.2,0,0.04,0.05
,0.08,52.0,0.08,23.3,1.3-2.4,0,0.05,0.07
,0.08,16.7,0.08,23.3,1.2-2.1,0,0.07,0.02
,0.09,26.6,0.09,23.3,1.4-2.1,0,0.08,0.04
,0.05,24.2,0.05,23.3,1.2-2.3,0,0.05,0.02
,0.05,23.4,0.05,23.3,1.3-2.2,0,0.05,0.02
,0.06,321.2,0.06,23.3,1.2-2.0,0,0.05-0.04
,0.06,45.5,0.06,23.3,1.2-2.2,0,0.04,0.04
,0.09,34.5,0.09,23.3,1.1-2.3,0,0.07,0.05
,0.08,28.9,0.08,23.3,1.1-2.3,0,0.07,0.04
,0.06,357.6,0.06,23.3,1.4-2.3,0,0.06-0.00
,0.03,11.8,0.03,23.3,1.2-2.3,0,0.03,0.01
,0.05,345.2,0.05,23.3,1.3-2.2,0,0.04-0.01
,0.06,317.7,0.06,23.3,1.3-2.2,0,0.04-0.04
,0.12,358.7,0.12,23.3,1.0-2.2,0,0.12-0.00
,0.09,338.6,0.09,23.3,1.2-2.2,0,0.09-0.03
,0.10,62.9,0.10,23.3,1.1-2.2,0,0.04,0.09
,0.07,352.8,0.07,23.3,1.3-2.1,0,0.07-0.01
,0.10,40.2,0.10,23.3,1.2-2.2,0,0.07,0.06
,0.03,9.3,0.03,23.3,1.3-2.3,0,0.02,0.00
,0.07,355.0,0.07,23.3,1.1-2.1,0,0.07-0.01
,0.06,59.0,0.06,23.3,1.2-2.4,0,0.03,0.05
,0.03,46.6,0.03,23.3,1.3-2.3,0,0.02,0.02
,0.04,43.7,0.04,23.3,1.2-2.3,0,0.03,0.03
,0.06,37.6,0.06,23.3,1.3-2.4,0,0.05,0.04
,0.06,4.3,0.06,23.3,1.2-2.1,0,0.06,0.00
,0.06,344.8,0.06,23.3,1.0-2.4,0,0.06-0.02
,0.09,336.4,0.09,23.3,1.1-2.1,0,0.08-0.04
,0.07,335.7,0.07,23.3,1.2-2.1,0,0.06-0.03
,0.09,54.1,0.09,23.3,1.3-2.3,0,0.05,0.07
,0.06,9.8,0.06,23.3,1.3-2.2,0,0.06,0.01
,0.08,56.0,0.08,23.2,1.3-2.2,0,0.05,0.07
,0.06,62.1,0.06,23.3,1.3-2.4,0,0.03,0.06
,0.04,26.0,0.04,23.3,1.3-2.1,0,0.04,0.02
,0.07,339.4,0.07,23.3,1.1-2.3,0,0.07-0.02
,0.15,66.2,0.15,23.2,1.3-2.2,0,0.06,0.14
,0.09,41.1,0.09,23.3,1.4-2.3,0,0.07,0.06
,0.11,39.2,0.11,23.3,1.3-2.2,0,0.09,0.07
,0.07,4.2,0.07,23.3,1.3-2.3,0,0.07,0.01
,0.05,312.0,0.05,23.3,1.3-2.1,0,0.03-0.03
,0.11,27.9,0.11,23.3,1.2-2.2,0,0.10,0.05
,0.07,43.7,0.07,23.3,1.2-2.2,0,0.05,0.05
,0.06,347.1,0.06,23.3,1.3-2.3,0,0.05-0.01
,0.07,43.4,0.07,23.3,1.2-2.1,0,0.05,0.04
,0.05,356.1,0.05,23.4,1.2-2.2,0,0.05-0.00
,0.01,86.3,0.01,23.3,1.4-2.2,0,0.00,0.01
,0.04,350.3,0.04,23.3,1.3-2.1,0,0.04-0.01
,0.06,5.9,0.06,23.3,1.6-2.3,0,0.06,0.01
,0.12,48.4,0.12,23.3,1.1-1.9,0,0.08,0.09
,0.05,6.0,0.05,23.3,1.4-2.3,0,0.05,0.01
,0.05,106.0,0.05,23.3,1.1-2.2,0-0.01,0.05
,0.03,234.7,0.03,23.3,1.1-2.6,0-0.02-0.02
,0.13,340.4,0.13,23.3,1.3-2.2,0,0.12-0.04
,0.09,15.6,0.09,23.3,1.4-2.2,0,0.09,0.02
,0.08,22.6,0.08,23.3,1.1-2.2,0,0.07,0.03
,0.08,6.3,0.08,23.3,1.3-2.3,0,0.08,0.01
,0.09,37.1,0.09,23.3,1.3-2.2,0,0.07,0.05
,0.07,50.9,0.07,23.2,1.1-2.3,0,0.04,0.05
,0.11,19.6,0.11,23.3,1.2-2.2,0,0.11,0.04
,0.07,38.5,0.07,23.3,1.3-2.3,0,0.05,0.04
,0.07,38.0,0.07,23.3,1.3-2.3,0,0.05,0.04
,0.05,40.7,0.05,23.3,1.2-2.4,0,0.04,0.03
,0.04,7.1,0.04,23.3,1.2-2.3,0,0.04,0.01
,0.07,300.9,0.07,23.3,1.2-2.3,0,0.04-0.06
,0.07,284.3,0.07,23.3,1.4-2.2,0,0.02-0.07
,0.05,341.9,0.05,23.3,1.2-2.3,0,0.05-0.02
,0.07,28.3,0.07,23.3,1.2-2.3,0,0.06,0.03
,0.09,67.9,0.09,23.3,1.2-2.4,0,0.03,0.08
,0.06,1.4,0.06,23.3,1.2-2.1,0,0.06,0.00
,0.08,357.1,0.08,23.3,1.3-2.2,0,0.08-0.00
,0.20,335.7,0.20,23.3,1.2-2.3,0,0.18-0.08
,0.06,36.7,0.06,23.4,1.4-2.1,0,0.05,0.04
,0.07,33.2,0.07,23.3,1.3-2.1,0,0.06,0.04
,0.03,32.9,0.03,23.3,1.2-2.3,0,0.03,0.02
,0.08,45.4,0.08,23.3,1.4-2.3,0,0.05,0.06
,0.07,5.3,0.07,23.3,1.2-2.2,0,0.07,0.01
,0.08,27.4,0.08,23.3,1.3-2.1,0,0.07,0.04
,0.06,12.4,0.06,23.3,1.1-2.4,0,0.06,0.01
,0.06,40.2,0.06,23.3,1.2-2.2,0,0.04,0.04
,0.07,329.3,0.07,23.3,1.4-2.3,0,0.06-0.04
,0.08,48.7,0.08,23.3,1.2-2.3,0,0.05,0.06
,0.11,28.8,0.11,23.2,1.0-2.4,0,0.10,0.05
,0.05,29.5,0.05,23.3,1.3-2.2,0,0.04,0.02
,0.10,34.3,0.10,23.3,1.0-2.4,0,0.08,0.06
,0.09,21.9,0.09,23.3,1.3-2.5,0,0.09,0.03
,0.06,4.4,0.06,23.3,1.2-2.1,0,0.06,0.00
,0.07,9.3,0.07,23.3,1.3-2.2,0,0.07,0.01
