=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.03.18 10:07:30 =~=~=~=~=~=~=~=~=~=~=~=
,0.04,45.5,0.04,21.2,5.8,4.9,0,0.03,0.03
,0.03,10.2,0.03,21.2,5.9,5.4,0,0.03,0.00
,0.07,33.6,0.07,21.2,5.8,4.7,0,0.06,0.04
,0.01,304.8,0.01,21.2,6.1,5.4,0,0.01,0.01
,0.09,85.4,0.09,21.2,5.6,4.6,0,0.01,0.09
,0.13,76.6,0.13,21.2,5.9,4.9,0,0.03,0.12
,0.11,109.0,0.11,21.3,5.9,4.8,0,0.04,0.11
,0.08,86.6,0.08,21.3,5.9,5.0,0,0.01,0.08
,0.08,100.2,0.08,21.3,5.5,4.7,0,0.01,0.08
,0.10,96.0,0.10,21.3,5.9,4.8,0,0.01,0.10
,0.08,74.2,0.08,21.3,5.7,4.8,0,0.02,0.07
,0.10,88.4,0.10,21.2,5.7,5.1,0,0.00,0.10
,0.03,84.2,0.03,21.2,5.2,6.9,0,0.00,0.02
,0.01,156.5,0.01,21.2,5.7,5.1,0,0.01,0.01
,0.01,207.1,0.01,21.2,5.6,5.5,0,0.01,0.01
,0.03,82.0,0.03,21.2,5.6,4.6,0,0.00,0.03
,0.07,104.1,0.07,21.3,5.9,5.2,0,0.02,0.07
,0.04,99.4,0.04,21.3,5.5,4.8,0,0.01,0.04
,0.01,83.5,0.01,21.3,5.8,5.1,0,0.00,0.01
,0.12,91.7,0.12,21.3,5.9,5.1,0,0.00,0.12
,0.01,154.2,0.01,21.3,6.3,5.1,0,0.01,0.01
,0.06,132.5,0.06,21.3,5.8,5.0,0,0.04,0.05
,0.05,240.1,0.05,21.3,5.8,5.1,0,0.02,0.04
,0.09,109.3,0.09,21.3,5.8,5.3,0,0.03,0.08
,0.02,70.4,0.02,21.3,5.8,5.3,0,0.01,0.02
,0.01,103.4,0.01,21.3,5.8,5.0,0,0.00,0.01
,0.07,160.9,0.07,21.3,5.5,6.6,0,0.07,0.02
,0.09,132.6,0.09,21.3,5.6,5.1,0,0.06,0.07
,0.07,138.6,0.07,21.3,5.9,5.7,0,0.05,0.05
,0.05,98.4,0.05,21.3,5.6,5.2,0,0.01,0.05
,0.14,102.1,0.14,21.3,5.9,5.2,0,0.03,0.14
,0.10,109.8,0.10,21.3,5.6,5.3,0,0.04,0.10
,0.17,134.5,0.17,21.3,5.5,5.4,0,0.12,0.12
,0.10,129.9,0.10,21.3,5.8,5.1,0,0.06,0.07
,0.09,154.9,0.09,21.3,5.7,5.4,0,0.08,0.04
,0.10,101.4,0.10,21.3,5.9,5.3,0,0.02,0.10
,0.08,137.0,0.08,21.3,5.9,5.3,0,0.05,0.05
,0.12,105.7,0.12,21.3,5.6,4.9,0,0.03,0.11
,0.01,20.2,0.01,21.3,5.8,5.0,0,0.01,0.00
,0.04,164.9,0.04,21.3,5.8,5.2,0,0.04,0.01
,0.07,144.4,0.07,21.3,5.6,5.4,0,0.05,0.04
,0.05,130.2,0.05,21.3,5.8,5.3,0,0.03,0.04
,0.10,127.1,0.10,21.3,5.7,5.0,0,0.06,0.08
,0.07,105.0,0.07,21.3,5.8,5.0,0,0.02,0.07
,0.06,186.1,0.06,21.3,5.7,4.5,0,0.06,0.01
,0.10,99.1,0.10,21.3,5.7,5.2,0,0.02,0.09
,0.14,129.7,0.14,21.3,5.8,5.2,0,0.09,0.11
,0.06,108.9,0.06,21.3,5.9,5.0,0,0.02,0.06
,0.05,95.0,0.05,21.4,5.8,5.2,0,0.00,0.05
,0.10,142.4,0.10,21.3,5.8,5.4,0,0.08,0.06
,0.10,128.8,0.10,21.3,5.9,5.2,0,0.07,0.08
,0.13,117.6,0.13,21.3,5.6,5.1,0,0.06,0.11
,0.14,130.6,0.14,21.3,5.6,5.2,0,0.09,0.11
,0.08,130.8,0.08,21.3,6.1,5.0,0,0.05,0.06
,0.06,125.6,0.06,21.3,5.7,5.2,0,0.04,0.05
,0.12,136.7,0.12,21.3,6.0,5.0,0,0.09,0.08
,0.09,101.9,0.09,21.3,5.9,5.1,0,0.02,0.09
,0.06,117.6,0.06,21.3,5.8,5.4,0,0.03,0.06
,0.09,112.2,0.09,21.3,5.7,5.1,0,0.03,0.08
,0.08,132.3,0.08,21.3,5.9,5.2,0,0.06,0.06
,0.08,129.4,0.08,21.3,5.8,5.2,0,0.05,0.06
,0.10,138.6,0.10,21.3,5.6,5.4,0,0.08,0.07
,0.14,136.7,0.14,21.3,6.0,5.1,0,0.10,0.09
,0.11,128.4,0.11,21.3,5.6,5.0,0,0.07,0.09
,0.11,114.9,0.11,21.3,5.9,5.1,0,0.05,0.10
,0.12,106.7,0.12,21.3,5.8,5.3,0,0.03,0.12
,0.08,137.1,0.08,21.3,5.8,5.2,0,0.06,0.05
,0.11,117.4,0.11,21.3,5.9,5.1,0,0.05,0.10
,0.08,142.3,0.08,21.3,6.1,5.0,0,0.06,0.05
,0.10,114.8,0.10,21.3,5.9,5.0,0,0.04,0.09
,0.10,128.2,0.10,21.3,5.8,5.1,0,0.06,0.07
,0.12,128.9,0.12,21.3,5.8,5.2,0,0.08,0.10
,0.06,146.9,0.06,21.3,5.7,5.1,0,0.05,0.03
,0.09,158.0,0.09,21.3,5.9,4.9,0,0.08,0.03
,0.07,121.2,0.07,21.3,5.6,5.3,0,0.04,0.06
,0.08,133.2,0.08,21.3,5.9,5.1,0,0.06,0.06
,0.10,142.0,0.10,21.3,5.9,5.3,0,0.08,0.06
,0.16,119.0,0.16,21.3,5.8,5.0,0,0.08,0.14
,0.08,98.1,0.08,21.3,5.9,5.3,0,0.01,0.08
,0.14,154.3,0.14,21.3,5.7,5.3,0,0.13,0.06
,0.08,135.7,0.08,21.3,6.1,5.2,0,0.06,0.05
,0.08,125.7,0.08,21.3,5.7,5.3,0,0.05,0.07
,0.09,127.4,0.09,21.3,5.7,5.1,0,0.05,0.07
,0.10,140.8,0.10,21.3,5.8,5.1,0,0.08,0.07
,0.08,160.2,0.08,21.4,6.2,5.0,0,0.08,0.03
,0.14,151.7,0.14,21.4,6.0,5.2,0,0.12,0.06
,0.07,171.6,0.07,21.4,5.9,5.5,0,0.07,0.01
,0.07,145.9,0.07,21.4,5.8,5.3,0,0.06,0.04
,0.07,131.4,0.07,21.4,5.9,5.5,0,0.05,0.06
,0.06,160.1,0.06,21.4,5.9,5.1,0,0.05,0.02
,0.08,161.5,0.08,21.4,5.8,5.0,0,0.08,0.03
,0.07,120.7,0.07,21.4,5.8,5.2,0,0.03,0.06
